,Catégorie,Nom du médicament,Espace thérapeutique,Dénomination commune internationale (DCI) / nom commun,Substance active,Numéro de produit,Sécurité du patient,Statut d'autorisation,Code ATC,Surveillance supplémentaire,Générique,Biosimilaire,Approbation conditionnelle,Circonstances exceptionnelles,Évaluation accélérée,Médecine orpheline,Date de l'autorisation de mise sur le marché,Date de refus d'autorisation de mise sur le marché,Titulaire de l'autorisation de mise sur le marché/nom de l'entreprise,Groupe pharmacothérapeutique humain,Groupe pharmacothérapeutique vétérinaire,Date de l'avis,Date de décision,Numéro de révision,État/indication,Première publication,Date de révision,URL,usage_df1,risque
905,Human,Aloxi,Vomissement; Cancer,palonosetron,palonosetron hydrochloride,EMEA/H/C/000563,no,Authorised,A04AA05,no,no,no,no,no,no,no,2005-03-22 01:00:00,,Helsinn Birex Pharmaceuticals Ltd.,"Antiemetics and antinauseants, , Serotonin (5HT3) antagonists",,,2018-04-26 00:00:00,22.0,"Aloxi est indiqué chez les adultes pour : la prévention des nausées et vomissements aigus associés à une chimiothérapie anticancéreuse hautement émétogène, la prévention des nausées et vomissements associés à une chimiothérapie anticancéreuse modérément émétogène. Aloxi est indiqué chez les patients pédiatriques âgés de 1 mois et plus pour : la prévention des nausées et vomissements aigus associés à une chimiothérapie anticancéreuse hautement émétogène et la prévention des nausées et vomissements associés à une chimiothérapie anticancéreuse modérément émétogène.",2018-04-26 00:00:00,2023-02-24 11:44:00,https://www.ema.europa.eu/en/medicines/human/EPAR/aloxi,"Comment Aloxi est-il utilisé ?
Aloxi ne doit être administré qu’avant la chimiothérapie. La solution injectable doit être administrée par un professionnel de santé environ 30 minutes avant le début de la chimiothérapie. Chez l'adulte, la solution doit être injectée dans une veine pendant 30 secondes à la dose de 250 microgrammes. Il peut être rendu plus efficace par l'ajout d'un corticostéroïde (un type de médicament qui peut être utilisé pour prévenir les nausées et les vomissements). Chez les enfants, la solution doit être administrée par perfusion (goutte-à-goutte) dans une veine pendant 15 minutes à la dose de 20 microgrammes par kilogramme de poids corporel.","Quel est le risque associé à Aloxi ?
L’effet secondaire le plus couramment observé sous Aloxi (observé chez 1 à 10 patients sur 100) est le mal de tête. Avec la solution injectable, des étourdissements, de la constipation et de la diarrhée sont également observés chez 1 à 10 adultes sur 100. Pour la liste complète de tous les effets secondaires et restrictions liés à Aloxi, voir la rubrique ."
906,Human,Ulunar Breezhaler,Maladie pulmonaire obstructive chronique,"indacaterol, glycopyrronium bromide","Glycopyrronium bromide, indacaterol maleate",EMEA/H/C/003875,no,Authorised,R03AL04,no,no,no,no,no,no,no,2014-04-23 00:00:00,,Novartis Europharm Limited,"Drugs for obstructive airway diseases, ",,,2021-11-15 01:00:00,14.0,Ulunar Breezhaler est indiqué comme traitement bronchodilatateur d'entretien pour soulager les symptômes chez les patients adultes atteints de maladie pulmonaire obstructive chronique (MPOC).,2018-05-08 12:05:00,2023-02-24 11:19:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ulunar-breezhaler,"Comment Ulunar Breezhaler est-il utilisé ?
Ulunar Breezhaler est disponible sous forme de gélules contenant une poudre pour inhalation et ne peut être obtenue que sur ordonnance.","Quels sont les risques associés à Ulunar Breezhaler ?
Les effets indésirables les plus fréquemment observés sous Ulunar Breezhaler (qui peuvent affecter plus d’une personne sur 10) sont les infections des voies respiratoires supérieures (rhume)."
907,Human,Fulvestrant Mylan,Tumeurs du sein,fulvestrant,fulvestrant,EMEA/H/C/004649,no,Authorised,L02BA03,no,yes,no,no,no,no,no,2018-01-08 01:00:00,,Mylan Pharmaceuticals Limited,Endocrine therapy,,2007-11-09 01:00:00,2023-01-10 01:00:00,5.0,"Le fulvestrant est indiqué dans le traitement du cancer du sein à récepteurs d'œstrogènes positifs, localement avancé ou métastatique chez les femmes ménopausées : non préalablement traitées par un traitement endocrinien, ou en cas de rechute de la maladie pendant ou après un traitement anti-œstrogène adjuvant, ou de progression de la maladie sous traitement anti-œstrogène.",2018-01-08 13:12:00,2023-02-24 09:56:00,https://www.ema.europa.eu/en/medicines/human/EPAR/fulvestrant-mylan,"Comment Fulvestrant Mylan est-il utilisé ?
Fulvestrant Mylan n'est délivré que sur ordonnance et est disponible sous forme de solution injectable en seringues préremplies (250 mg). La dose recommandée est de 500 mg administrée une fois par mois, avec une dose supplémentaire de 500 mg administrée deux semaines après la première dose. La dose est administrée en deux injections, chacune administrée dans le muscle d'une fesse pendant une à deux minutes.","Quels sont les bénéfices et les risques de Fulvestrant Mylan ?
Fulvestrant Mylan étant un médicament générique, ses bénéfices et ses risques sont considérés comme étant les mêmes que ceux du médicament de référence."
908,Human,Vizarsin,Dysfonction érectile,sildenafil,sildenafil,EMEA/H/C/001076,no,Authorised,G04BE03,no,yes,no,no,no,no,no,2009-09-21 00:00:00,,"Krka, d.d., Novo mesto",Urologicals,,2009-06-25 00:00:00,2023-02-22 01:00:00,19.0,"Traitement des hommes souffrant de dysfonction érectile, c'est-à-dire l'incapacité d'obtenir ou de maintenir une érection pénienne suffisante pour une performance sexuelle satisfaisante. Pour que Vizarsin soit efficace, une stimulation sexuelle est nécessaire.",2017-12-06 01:00:00,2023-02-24 09:42:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vizarsin,,
909,Human,Rasilez,Hypertension,aliskiren,aliskiren,EMEA/H/C/000780,no,Authorised,C09XA02,no,no,no,no,no,no,no,2007-08-22 00:00:00,,Noden Pharma DAC,Agents acting on the renin-angiotensin system,,,2023-02-23 01:00:00,27.0,Traitement de l'hypertension essentielle.,2018-05-04 00:00:00,2023-02-23 16:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rasilez,"Comment Rasilez est-il utilisé ?
La dose recommandée de Rasilez est de 150 mg une fois par jour. Rasilez peut être pris seul ou en association avec d'autres médicaments contre l'hypertension, à l'exception des « inhibiteurs de l'enzyme de conversion de l'angiotensine (ECA) » ou des « bloqueurs des récepteurs de l'angiotensine » (ARA) chez les patients atteints de diabète ou d'insuffisance rénale modérée ou sévère. Rasilez ne doit pas être pris avec des jus de fruits ou des boissons contenant des extraits de plantes telles que des tisanes. La dose de Rasilez peut être augmentée jusqu'à 300 mg une fois par jour chez les patients dont la tension artérielle n'est pas suffisamment contrôlée.","Quel est le risque associé à Rasilez ?
Les effets indésirables les plus fréquemment observés sous Rasilez (observés chez 1 à 10 patients sur 100) sont les étourdissements, la diarrhée, l'arthralgie (douleurs articulaires) et l'hyperkaliémie (taux élevés de potassium dans le sang). Pour la liste complète de tous les effets secondaires rapportés avec Rasilez, voir la notice."
910,Human,Rasagiline Mylan,Maladie de Parkinson,rasagiline,rasagiline tartrate,EMEA/H/C/004064,no,Authorised,N04BD02,no,yes,no,no,no,no,no,2016-04-04 00:00:00,,Mylan Pharmaceuticals Limited,Anti-Parkinson drugs,,2016-01-28 01:00:00,2023-02-22 01:00:00,7.0,Rasagiline Mylan est indiqué dans le traitement de la maladie de Parkinson (MP) idiopathique en monothérapie (sans lévodopa) ou en traitement d'appoint (avec lévodopa) chez les patients présentant des fluctuations de dose en fin de traitement.,2016-05-18 12:02:00,2023-02-23 11:58:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rasagiline-mylan,,
911,Human,Zonegran,Épilepsies partielles,zonisamide,zonisamide,EMEA/H/C/000577,no,Authorised,N03AX15,no,no,no,no,no,no,no,2005-03-10 01:00:00,,Amdipharm Limited,"Antiepileptics, ",,2004-12-15 01:00:00,2023-02-15 01:00:00,36.0,"Zonegran est indiqué comme : en monothérapie dans le traitement des crises partielles, avec ou sans généralisation secondaire, chez les adultes atteints d'épilepsie nouvellement diagnostiquée ; en traitement d'appoint dans le traitement des crises partielles, avec ou sans généralisation secondaire, chez les adultes, les adolescents et les enfants âgés de six ans. ans et plus.",2018-01-08 08:00:00,2023-02-23 11:24:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zonegran,,
912,Human,Stalevo,Maladie de Parkinson,"levodopa, carbidopa, entacapone","levodopa, carbidopa, entacapone",EMEA/H/C/000511,no,Authorised,N04BA03,no,no,no,no,no,no,no,2003-10-17 00:00:00,,Orion Corporation,Anti-Parkinson drugs,,,2023-01-12 01:00:00,29.0,Stalevo est indiqué dans le traitement des patients adultes atteints de la maladie de Parkinson et présentant des fluctuations motrices de fin de dose non stabilisées sous un traitement par lévodopa/inhibiteur de la dopa-décarboxylase (DDC).,2018-02-08 01:00:00,2023-02-23 10:07:00,https://www.ema.europa.eu/en/medicines/human/EPAR/stalevo,"Comment Stalevo est-il utilisé ?
Chaque comprimé de Stalevo contient une dose complète de lévodopa, en sept dosages, avec des quantités correspondantes de carbidopa et d'entacapone pour améliorer son efficacité. Le dosage de Stalevo que le patient doit utiliser dépend de la quantité de lévodopa dont il a besoin pour contrôler ses symptômes. Voir le (qui fait également partie de l'EPAR) pour obtenir des instructions complètes sur la manière dont les patients doivent passer à Stalevo et sur la manière dont la dose est ajustée pendant le traitement.","Quel est le risque associé à Stalevo ?
Les effets indésirables les plus fréquemment observés sous Stalevo (observés chez plus d’un patient sur 10) sont la dyskinésie (mouvements incontrôlables), l’aggravation du parkinsonisme (aggravation de la maladie de Parkinson), les nausées (envie de vomir) et une décoloration inoffensive des urines. Pour la liste complète de tous les effets secondaires rapportés avec Stalevo, voir la notice.
Stalevo ne doit pas être utilisé chez les personnes susceptibles de présenter une hypersensibilité (allergie) à la lévodopa, à la carbidopa, à l'entacapone ou à l'un des autres composants. Stalevo ne doit pas être utilisé chez les patients présentant :"
913,Human,Inovelon,Épilepsie,rufinamide,Rufinamide,EMEA/H/C/000660,no,Authorised,N03AF03,no,no,no,no,no,no,no,2007-01-16 01:00:00,,Eisai GmbH,"Antiepileptics, ",,,2023-02-16 01:00:00,23.0,Inovelon est indiqué comme traitement d'appoint dans le traitement des convulsions associées au syndrome de Lennox Gastaut chez les patients âgés de 4 ans et plus.,2018-08-03 09:57:00,2023-02-22 16:11:00,https://www.ema.europa.eu/en/medicines/human/EPAR/inovelon,"Comment Inovelon est-il utilisé ?
Inovelon n'est délivré que sur ordonnance et le traitement doit être instauré par un pédiatre (médecin spécialisé dans le traitement des enfants) ou un neurologue (médecin qui traite les troubles cérébraux) expérimenté dans le traitement de l'épilepsie.
La dose d'Inovelon dépend de l'âge et du poids du patient et du fait que celui-ci prenne également du valproate (un autre médicament antiépileptique). Le traitement chez les enfants de moins de 4 ans commence généralement par une dose quotidienne de 10 mg par kilogramme de poids corporel. Chez les patients âgés, le traitement commence généralement par une dose de 200 ou 400 mg par jour. La dose est ensuite ajustée tous les deux jours en fonction de la réponse du patient au traitement.","Quels sont les risques associés à Inovelon ?
Les effets secondaires les plus fréquemment observés sous Inovelon (observés chez plus de 1 patient sur 10) sont la somnolence, les maux de tête, les étourdissements, les vomissements et la fatigue. Pour la liste complète des effets secondaires d'Inovelon, voir la notice."
914,Human,Zalasta,Schizophrénie; Trouble bipolaire,olanzapine,olanzapine,EMEA/H/C/000792,no,Authorised,N05AH03,no,yes,no,no,no,no,no,2007-09-27 00:00:00,,Krka,Psycholeptics,,,2023-02-03 01:00:00,20.0,"L'olanzapine est indiquée pour le traitement de la schizophrénie. L'olanzapine est efficace pour maintenir l'amélioration clinique pendant la poursuite du traitement chez les patients qui ont montré une réponse initiale au traitement. L'olanzapine est indiquée pour le traitement des épisodes maniaques modérés à sévères. Chez les patients dont l'épisode maniaque a répondu En complément du traitement par l'olanzapine, l'olanzapine est indiquée pour la prévention des récidives chez les patients atteints de trouble bipolaire.",2018-01-19 02:00:00,2023-02-22 15:24:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zalasta,,
915,Human,Pemetrexed Krka,Carcinome du poumon non à petites cellules ; Mésothéliome,pemetrexed,pemetrexed disodium,EMEA/H/C/003958,no,Authorised,L01BA04,no,yes,no,no,no,no,no,2018-05-22 00:00:00,,KRKA d.d.,Antineoplastic agents,,2018-03-22 01:00:00,2023-02-15 01:00:00,6.0,"Mésothéliome pleural malin Pemetrexed Krka en association avec le cisplatine est indiqué dans le traitement des patients naïfs de chimiothérapie atteints d'un mésothéliome pleural malin non résécable. Cancer du poumon non à petites cellules. Pemetrexed Krka en association avec le cisplatine est indiqué dans le traitement de première intention des patients atteints d'un mésothéliome pleural malin localement avancé ou métastatique. -cancer du poumon à petites cellules autre qu'une histologie à prédominance épidermoïde. Pemetrexed Krka est indiqué en monothérapie pour le traitement d'entretien du cancer du poumon non à petites cellules localement avancé ou métastatique autre qu'une histologie à prédominance épidermoïde chez les patients dont la maladie n'a pas progressé immédiatement après le platine. pemetrexed Krka est indiqué en monothérapie pour le traitement de deuxième intention des patients atteints d'un cancer du poumon non à petites cellules localement avancé ou métastatique, autre qu'une histologie à prédominance épidermoïde.",2018-05-22 12:27:00,2023-02-22 15:16:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-krka,,
916,Human,Dimethyl fumarate Accord,Sclérose en plaques récurrente-rémittente ; Sclérose en plaques,dimethyl fumarate,dimethyl fumarate,EMEA/H/C/005950,no,Authorised,L04AX07,no,yes,no,no,no,no,no,2023-02-15 01:00:00,,Accord Healthcare S.L.U.,Immunosuppressants,,2022-10-13 00:00:00,2023-02-15 01:00:00,,Le fumarate de diméthyle Accord est indiqué pour le traitement des patients adultes et pédiatriques âgés de 13 ans et plus atteints de sclérose en plaques rémittente (SEP-RR).,2023-02-22 13:23:00,,https://www.ema.europa.eu/en/medicines/human/EPAR/dimethyl-fumarate-accord,,
917,Human,Lamzede,alpha-mannosidose,velmanase alfa,velmanase alfa,EMEA/H/C/003922,no,Authorised,A16AB15,yes,no,no,no,yes,no,yes,2018-03-23 01:00:00,,Chiesi Farmaceutici S.p.A.,"Other alimentary tract and metabolism products, ",,2017-12-14 01:00:00,2023-01-13 01:00:00,6.0,Traitement des manifestations non neurologiques chez les patients atteints d'alpha-mannosidose légère à modérée.,2018-03-23 14:07:00,2023-02-22 12:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lamzede,"Comment Lamzède est-il utilisé ?
Lamzede ne peut être obtenu que sur ordonnance. Le traitement doit être supervisé par un médecin expérimenté dans le traitement de l'alpha-mannosidose ou dans l'administration de traitements de remplacement enzymatique pour des affections similaires.","Quels sont les risques liés à Lamzede ?
Les effets indésirables les plus couramment observés sous Lamzede (qui peuvent affecter jusqu'à 1 personne sur 10) sont la prise de poids, les réactions liées à la perfusion (telles que réactions allergiques, nausées, vomissements, fièvre, frissons, malaise et démangeaisons), diarrhée, maux de tête, douleurs articulaires, douleurs dans les bras et les jambes et augmentation de l'appétit."
918,Human,Nimvastid,Démence; Maladie d'Alzheimer; Maladie de Parkinson,rivastigmine,rivastigmine,EMEA/H/C/001029,no,Authorised,N06DA03,no,yes,no,no,no,no,no,2009-05-11 00:00:00,,"Krka, d.d., Novo mesto","Psychoanaleptics, ",,,2023-01-26 01:00:00,10.0,"Traitement symptomatique de la démence d'Alzheimer légère à modérément sévère., , Traitement symptomatique de la démence légère à modérément sévère chez les patients atteints de la maladie de Parkinson idiopathique.,",2018-01-18 01:00:00,2023-02-22 11:53:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid,,
919,Human,Tolura,Hypertension,telmisartan,Telmisartan,EMEA/H/C/001196,no,Authorised,C09CA07,no,yes,no,no,no,no,no,2010-06-04 00:00:00,,"Krka, d.d., Novo mesto ","Angiotensin II antagonists, plain",,2010-03-18 01:00:00,2023-01-26 01:00:00,11.0,HypertensionTraitement de l'hypertension essentielle chez l'adulte.Prévention cardiovasculaireRéduction de la morbidité cardiovasculaire chez les patients atteints de :maladie cardiovasculaire athérothrombotique manifeste (antécédents de maladie coronarienne ou de maladie artérielle périphérique) ou ;diabète sucré de type 2 avec lésions documentées des organes cibles.,2018-02-19 22:29:00,2023-02-22 10:42:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tolura,,
920,Human,Yargesa,Maladie de Gaucher,miglustat,miglustat,EMEA/H/C/004016,no,Authorised,A16AX06,no,yes,no,no,no,no,no,2017-03-22 01:00:00,,Piramal Critical Care B.V.,"Other alimentary tract and metabolism products, ",,2017-01-26 01:00:00,2023-02-17 01:00:00,5.0,Yargesa est indiqué dans le traitement oral des patients adultes atteints de la maladie de Gaucher de type 1 légère à modérée. Yargesa peut être utilisé uniquement dans le traitement des patients pour lesquels un traitement enzymatique substitutif n'est pas adapté. Yargesa est indiqué dans le traitement des manifestations neurologiques progressives chez les patients adultes. et les patients pédiatriques atteints de la maladie de Niemann-Pick de type C.,2017-05-10 17:21:00,2023-02-22 10:35:00,https://www.ema.europa.eu/en/medicines/human/EPAR/yargesa,,
921,Human,Taltz,Psoriasis,ixekizumab,ixekizumab,EMEA/H/C/003943,no,Authorised,L04AC,no,no,no,no,no,no,no,2016-04-25 00:00:00,,Eli Lilly and Company (Ireland) Limited,Immunosuppressants,,2016-02-25 01:00:00,2023-01-12 01:00:00,17.0,"Psoriasis en plaques Taltz est indiqué pour le traitement du psoriasis en plaques modéré à sévère chez les adultes candidats à un traitement systémique. Arthrite psoriasique Taltz, seul ou en association avec le méthotrexate, est indiqué pour le traitement du rhumatisme psoriasique actif chez les patients adultes qui ont répondu de manière inadéquate à, ou qui sont intolérants à un ou plusieurs traitements antirhumatismaux modificateurs de la maladie (ARMM).",2018-07-30 14:01:00,2023-02-22 10:24:00,https://www.ema.europa.eu/en/medicines/human/EPAR/taltz,,
922,Human,Namuscla,Troubles myotoniques,mexiletine hcl,Mexiletine hydrochloride,EMEA/H/C/004584,no,Authorised,C01BB02,no,no,no,no,no,no,yes,2018-12-18 01:00:00,,Lupin Europe GmbH,Cardiac therapy,,2018-10-18 00:00:00,2023-02-20 01:00:00,5.0,Namuscla est indiqué dans le traitement symptomatique de la myotonie chez les patients adultes atteints de troubles myotoniques non dystrophiques.,2019-02-01 18:10:00,2023-02-22 10:01:00,https://www.ema.europa.eu/en/medicines/human/EPAR/namuscla,"Comment Namuscla est-il utilisé ?
Namuscla est disponible sous forme de gélules à prendre par voie orale. La dose initiale recommandée est de 1 capsule par jour. La dose peut être augmentée jusqu'à 3 gélules par jour, en fonction de l'intensité des symptômes et de la réponse du patient au traitement. Les patients doivent subir des tests pour vérifier le fonctionnement de leur cœur avant de commencer le traitement et régulièrement pendant le traitement.","Quels sont les risques liés à Namuscla ?
Les effets secondaires les plus fréquemment observés sous Namuscla (qui peuvent affecter plus d’une personne sur 10) sont les douleurs abdominales (ventre) et l’insomnie (difficultés à dormir). Les effets indésirables les plus graves signalés (pouvant affecter jusqu'à 1 personne sur 10 000) sont des arythmies (troubles du rythme cardiaque) et une réaction grave affectant la peau, le sang et les organes internes, connue sous le nom de réaction médicamenteuse avec éosinophilie et symptômes systémiques (DRESS). Pour la liste complète des effets secondaires de Namuscla, voir le ."
923,Human,Cuprior,Dégénérescence hépatolenticulaire,trientine,Trientine tetrahydrochloride,EMEA/H/C/004005,no,Authorised,A16AX,no,no,no,no,no,no,no,2017-09-05 00:00:00,,GMP-Orphan SA,"Other alimentary tract and metabolism products, ",,2017-04-21 00:00:00,2022-08-17 00:00:00,6.0,"Cuprior est indiqué pour le traitement de la maladie de Wilson chez les adultes, les adolescents et les enfants ≥ 5 ans intolérants au traitement par la D-pénicillamine.",2017-09-05 00:00:00,2023-02-20 15:16:00,https://www.ema.europa.eu/en/medicines/human/EPAR/cuprior,,
924,Human,Sapropterin Dipharma,Phénylcétonuries,sapropterin,Sapropterin dihydrochloride,EMEA/H/C/005646,no,Authorised,A16AX07,no,yes,no,no,no,no,no,2022-02-16 01:00:00,,Dipharma Arzneimittel GmbH,"Other alimentary tract and metabolism products, ",,2021-12-16 01:00:00,2023-01-30 01:00:00,3.0,Sapropterin Dipharma est indiqué pour le traitement de l'hyperphénylalaninémie (HPA) chez les adultes et les patients pédiatriques de tout âge atteints de phénylcétonurie (PCU) qui se sont révélés sensibles à un tel traitement. Sapropterin Dipharma est également indiqué pour le traitement de l'hyperphénylalaninémie (HPA). adultes et patients pédiatriques de tous âges présentant un déficit en tétrahydrobioptérine (BH4) qui se sont révélés sensibles à un tel traitement.,2021-12-14 14:50:00,2023-02-20 12:38:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sapropterin-dipharma,"Comment la Saproptérine Dipharma est-elle utilisée ?
Sapropterin Dipharma est disponible sous forme de comprimés solubles ou de poudre, à dissoudre dans l'eau et à boire. Le médicament ne peut être obtenu que sur ordonnance et le traitement doit être instauré et supervisé par un médecin expérimenté dans le traitement de la PCU et du déficit en BH4. Il est important que les patients continuent à suivre un régime pauvre en phénylalanine et en protéines lorsqu'ils prennent Sapropterin Dipharma, et l'apport en phénylalanine et en protéines doit être surveillé et ajusté pour garantir que les taux sanguins de phénylalanine et l'équilibre nutritionnel sont contrôlés. Sapropterin Dipharma est destiné à une utilisation à long terme.","Quels sont les avantages et les risques de la Saproptérine Dipharma ?
Sapropterin Dipharma étant un médicament générique et bioéquivalent au médicament de référence, ses bénéfices et ses risques sont considérés comme étant les mêmes que ceux du médicament de référence."
925,Human,Vaxelis,"Méningite, Haemophilus ; Poliomyélite; Tétanos; Diphtérie; Coqueluche; Hépatite B","diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus type b conjugate vaccine (adsorbed)","Diphtheria toxoid, tetanus toxoid, Bordetella pertussis antigens: pertussis toxoid, filamentous haemagglutinin, pertactin, fimbriae Types 2 and 3, hepatitis B surface antigen produced in yeast cells, poliovirus (inactivated): type 1 (Mahoney), type 2 (MEF-1), type 3 (Saukett) produced in Vero cells/ Haemophilus influenzae type b polysaccharide (polyribosylribitol phosphate) conjugated to meningococcal protein.",EMEA/H/C/003982,no,Authorised,J07CA09,no,no,no,no,no,no,no,2016-02-15 01:00:00,,MCM Vaccine B.V.,Vaccines,,2015-12-17 01:00:00,2023-01-26 01:00:00,14.0,"Vaxelis (DTaP-HB-IPV-Hib) est indiqué pour la primovaccination et la vaccination de rappel des nourrissons et des jeunes enfants à partir de 6 semaines, contre la diphtérie, le tétanos, la coqueluche, l'hépatite B, la poliomyélite et les maladies invasives causées par Haemophilus influenzae de type b (Hib). ). L'utilisation de Vaxelis doit être conforme aux recommandations officielles.",2018-04-06 17:21:00,2023-02-20 12:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vaxelis,,
926,Human,Odefsey,Infections à VIH,"emtricitabine, rilpivirine, tenofovir alafenamide","emtricitabine, rilpivirine hydrochloride, tenofovir alafenamide",EMEA/H/C/004156,no,Authorised,J05AR19,no,no,no,no,no,no,no,2016-06-21 00:00:00,,Gilead Sciences Ireland UC,Antivirals for systemic use,,2016-04-28 00:00:00,2023-02-16 01:00:00,20.0,"Traitement des adultes et des adolescents (âgés de 12 ans et plus pesant au moins 35 kg) infectés par le virus de l'immunodéficience humaine 1 (VIH 1) sans mutations connues associées à une résistance à la classe des inhibiteurs non nucléosidiques de la transcriptase inverse (NNRTI), au ténofovir ou à l'emtricitabine. et avec une charge virale ≤ 100 000 copies d'ARN VIH 1/mL.,",2018-05-16 16:45:00,2023-02-20 12:17:00,https://www.ema.europa.eu/en/medicines/human/EPAR/odefsey,"Comment Odefsey est-il utilisé ?
Le médicament ne peut être obtenu que sur ordonnance et le traitement doit être instauré par un médecin expérimenté dans la gestion de l'infection par le VIH. Odefsey est disponible sous forme de comprimés contenant chacun 200 mg d'emtricitabine, 25 mg de rilpivirine et 25 mg de ténofovir alafénamide. La dose recommandée est d'un comprimé par jour, à prendre avec de la nourriture.","Quels sont les risques associés à Odefsey ?
Les effets indésirables les plus fréquemment observés avec le principe actif rilpivirine et avec l'association d'emtricitabine et de ténofovir alafénamide (qui peuvent affecter plus d'une personne sur 10) sont des maux de tête, des étourdissements et des nausées (envie de vomir). Les effets secondaires très fréquents de la rilpivirine comprennent également une augmentation des taux de cholestérol (cholestérol total et cholestérol LDL), de l'insomnie (difficultés à dormir) et une augmentation des enzymes hépatiques et pancréatiques. Pour la liste complète de tous les effets secondaires, voir la notice.
Odefsey ne doit pas être utilisé avec les médicaments suivants car ils peuvent entraîner une diminution des taux sanguins de rilpivirine et ainsi réduire l'efficacité d'Odefsey :
carbamazépine, oxcarbazépine, phénobarbital, phénytoïne (médicaments contre l'épilepsie) ;
rifabutine, rifampicine, rifapentine (antibiotiques) ;"
927,Human,Spherox,Maladies cartilagineuses,spheroids of human autologous matrix-associated chondrocytes,spheroids of human autologous matrix-associated chondrocytes,EMEA/H/C/002736,no,Authorised,M09AX02,no,no,no,no,no,no,no,2017-07-10 00:00:00,,CO.DON Gmbh,Other drugs for disorders of the musculo-skeletal system,,2017-05-18 00:00:00,2023-02-16 01:00:00,8.0,"Réparation des défauts symptomatiques du cartilage articulaire du condyle fémoral et de la rotule du genou (International Cartilage Repair Society [ICRS] grade III ou IV) avec des tailles de défauts allant jusqu'à 10 cm2 chez l'adulte.,",2018-04-26 12:29:00,2023-02-20 11:55:00,https://www.ema.europa.eu/en/medicines/human/EPAR/spherox,"Comment Spherox est-il utilisé ?
Spherox est disponible sous forme de suspension à implanter dans l'articulation du genou. Le médicament est préparé spécifiquement pour chaque patient et doit être administré par un médecin qualifié dans un établissement médical.","Quels sont les risques associés à Spherox ?
Les effets indésirables les plus couramment observés sous Spherox (qui peuvent toucher jusqu'à 1 personne sur 10) sont les suivants : œdème médullaire (accumulation de liquide dans la moelle osseuse), arthralgie (douleurs articulaires), épanchement articulaire (accumulation de liquide dans le genou), gonflement. de l'articulation et de la douleur. Pour la liste complète des effets secondaires de Spherox, consultez le ."
928,Human,Sixmo,Troubles liés aux opioïdes,buprenorphine,Buprenorphine hydrochloride,EMEA/H/C/004743,no,Authorised,N07BC01,yes,no,no,no,no,no,no,2019-06-19 00:00:00,,L. Molteni & C. dei Fratelli Alitti Società di Esercizio S.p.A.,Other nervous system drugs,,2019-04-26 00:00:00,2023-02-16 01:00:00,4.0,"Sixmo est indiqué dans le traitement de substitution de la dépendance aux opioïdes chez les patients adultes cliniquement stables ne nécessitant pas plus de 8 mg/jour de buprénorphine sublinguale, dans le cadre d'un traitement médical, social et psychologique.",2019-07-02 15:54:00,2023-02-20 11:34:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sixmo,,
929,Human,Xagrid,Thrombocytémie essentielle,anagrelide,Anagrelide,EMEA/H/C/000480,no,Authorised,L01XX35,no,no,no,no,no,no,no,2004-11-15 01:00:00,,Takeda Pharmaceuticals International AG Ireland Branch,Antineoplastic agents,,,2023-02-16 01:00:00,40.0,Xagrid est indiqué pour la réduction de la numération plaquettaire élevée chez les patients à risque de thrombocytémie essentielle (TE) qui ne tolèrent pas leur traitement actuel ou dont la numération plaquettaire élevée n'est pas réduite à un niveau acceptable par leur traitement actuel. L'ET à risque est définie par un ou plusieurs des éléments suivants : > 60 ans ou ; une numération plaquettaire > 1 000 x 109/l ou ; des antécédents d'événements thrombohémorragiques.,2018-07-11 23:09:00,2023-02-20 11:25:00,https://www.ema.europa.eu/en/medicines/human/EPAR/xagrid,"Comment Xagrid est-il utilisé ?
Xagrid ne peut être obtenu que sur ordonnance. Le traitement ne doit être instauré que par un médecin expérimenté dans le traitement de la thrombocytémie essentielle.","Quels sont les risques liés à Xagrid ?
L’effet secondaire le plus couramment observé sous Xagrid (qui peut toucher plus d’une personne sur 10) est le mal de tête. Pour la liste complète de tous les effets secondaires de Xagrid, voir la notice."
